Married-civ-spouse,167794,Male,Exec-managerial,Doctorate
Married-civ-spouse,286405,Male,Exec-managerial,Doctorate
Married-civ-spouse,245215,Male,Prof-specialty,Doctorate
Married-civ-spouse,71417,Male,Prof-specialty,Doctorate
Married-civ-spouse,145874,Male,Tech-support,Doctorate
Married-civ-spouse,269028,Male,Prof-specialty,Doctorate
Married-civ-spouse,192258,Male,Prof-specialty,Doctorate
Married-civ-spouse,147239,Male,Prof-specialty,Doctorate
Married-civ-spouse,58447,Male,Prof-specialty,Doctorate
Married-civ-spouse,231472,Male,Prof-specialty,Doctorate
Married-civ-spouse,165484,Male,Prof-specialty,Doctorate
Married-civ-spouse,382242,Female,Exec-managerial,Doctorate
Never-married,375606,Male,Prof-specialty,Doctorate
Married-civ-spouse,331615,Male,Prof-specialty,Doctorate
Married-civ-spouse,43764,Male,Prof-specialty,Doctorate
Married-civ-spouse,124076,Female,Prof-specialty,Doctorate
Married-civ-spouse,160910,Male,Prof-specialty,Doctorate
Married-civ-spouse,174395,Male,Prof-specialty,Doctorate
Married-civ-spouse,427422,Male,Sales,Doctorate
Divorced,52953,Female,Prof-specialty,Doctorate
Married-civ-spouse,207505,Male,Prof-specialty,Doctorate
Married-civ-spouse,346189,Male,Prof-specialty,Doctorate
Married-civ-spouse,230417,Male,Prof-specialty,Doctorate
Married-civ-spouse,120781,Male,Prof-specialty,Doctorate
Married-civ-spouse,98350,Male,Exec-managerial,Doctorate
Married-civ-spouse,44675,Male,Prof-specialty,Doctorate
Married-civ-spouse,150309,Female,Prof-specialty,Doctorate
Married-civ-spouse,130760,Male,Prof-specialty,Doctorate
Married-civ-spouse,81929,Male,Prof-specialty,Doctorate
Married-civ-spouse,353012,Male,Prof-specialty,Doctorate
Divorced,195343,Male,Prof-specialty,Doctorate
Married-civ-spouse,161637,Male,Prof-specialty,Doctorate
Married-civ-spouse,176814,Male,Prof-specialty,Doctorate
Married-civ-spouse,84409,Male,Prof-specialty,Doctorate
Married-civ-spouse,56964,Female,Prof-specialty,Doctorate
Married-civ-spouse,231495,Male,Exec-managerial,Doctorate
Never-married,137065,Female,Exec-managerial,Doctorate
Never-married,34037,Male,Prof-specialty,Doctorate
Married-civ-spouse,106377,Male,Prof-specialty,Doctorate
Separated,189251,Female,Prof-specialty,Doctorate
Never-married,205499,Male,Prof-specialty,Doctorate
Married-civ-spouse,182062,Male,Prof-specialty,Doctorate
Divorced,183092,Female,Prof-specialty,Doctorate
Married-civ-spouse,117357,Male,Prof-specialty,Doctorate
Married-civ-spouse,46990,Female,Prof-specialty,Doctorate
Never-married,148995,Male,Prof-specialty,Doctorate
Married-civ-spouse,115496,Male,Prof-specialty,Doctorate
Married-civ-spouse,283676,Male,Prof-specialty,Doctorate
Married-civ-spouse,366198,Male,Prof-specialty,Doctorate
Married-civ-spouse,100029,Male,Prof-specialty,Doctorate
Married-civ-spouse,182314,Male,Exec-managerial,Doctorate
Married-civ-spouse,321943,Male,Prof-specialty,Doctorate
Married-civ-spouse,239705,Male,Prof-specialty,Doctorate
Married-civ-spouse,249935,Male,Prof-specialty,Doctorate
Married-civ-spouse,98586,Male,Prof-specialty,Doctorate
Married-civ-spouse,456062,Male,Prof-specialty,Doctorate
Married-civ-spouse,150264,Male,?,Doctorate
Married-civ-spouse,147284,Male,Prof-specialty,Doctorate
Divorced,19520,Female,Prof-specialty,Doctorate
Married-civ-spouse,166461,Female,Prof-specialty,Doctorate
Married-civ-spouse,133166,Male,?,Doctorate
Married-civ-spouse,217892,Male,Prof-specialty,Doctorate
Married-civ-spouse,155141,Female,Prof-specialty,Doctorate
Married-civ-spouse,68461,Male,?,Doctorate
Married-civ-spouse,175534,Male,Prof-specialty,Doctorate
Widowed,43738,Male,Prof-specialty,Doctorate
Married-civ-spouse,347491,Male,Prof-specialty,Doctorate
Never-married,137527,Female,Prof-specialty,Doctorate
Married-civ-spouse,167728,Male,Prof-specialty,Doctorate
Married-civ-spouse,175942,Male,Prof-specialty,Doctorate
Married-civ-spouse,239045,Male,Prof-specialty,Doctorate
Divorced,194746,Female,Prof-specialty,Doctorate
Married-civ-spouse,213887,Male,Prof-specialty,Doctorate
Married-civ-spouse,52532,Male,Prof-specialty,Doctorate
Married-civ-spouse,192793,Male,Prof-specialty,Doctorate
Married-civ-spouse,340091,Female,Prof-specialty,Doctorate
Never-married,33155,Male,Prof-specialty,Doctorate
Never-married,43348,Male,Prof-specialty,Doctorate
Divorced,140644,Male,Prof-specialty,Doctorate
Married-civ-spouse,174486,Male,Prof-specialty,Doctorate
Never-married,259929,Female,Exec-managerial,Doctorate
Married-civ-spouse,106566,Male,?,Doctorate
Married-civ-spouse,196504,Male,Prof-specialty,Doctorate
Married-civ-spouse,54849,Male,?,Doctorate
Married-civ-spouse,146659,Male,Prof-specialty,Doctorate
Married-civ-spouse,511668,Male,Exec-managerial,Doctorate
Married-civ-spouse,291494,Male,Prof-specialty,Doctorate
Never-married,190661,Female,Prof-specialty,Doctorate
Never-married,269417,Female,Exec-managerial,Doctorate
Widowed,62176,Male,Exec-managerial,Doctorate
Married-civ-spouse,204527,Male,Prof-specialty,Doctorate
Never-married,128401,Female,Prof-specialty,Doctorate
Married-civ-spouse,47298,Male,Prof-specialty,Doctorate
Married-civ-spouse,125461,Male,Exec-managerial,Doctorate
Married-civ-spouse,184965,Male,Exec-managerial,Doctorate
Married-civ-spouse,127277,Male,Prof-specialty,Doctorate
Married-civ-spouse,342719,Male,Prof-specialty,Doctorate
Married-civ-spouse,140426,Male,Tech-support,Doctorate
Widowed,176796,Female,Prof-specialty,Doctorate
Never-married,126161,Male,Prof-specialty,Doctorate
Married-civ-spouse,329603,Male,Prof-specialty,Doctorate
Married-civ-spouse,201699,Male,Prof-specialty,Doctorate
Married-civ-spouse,216414,Male,Prof-specialty,Doctorate
Married-civ-spouse,320102,Male,Prof-specialty,Doctorate
Married-civ-spouse,81030,Male,Prof-specialty,Doctorate
Married-civ-spouse,123174,Male,Prof-specialty,Doctorate
Never-married,424094,Female,Prof-specialty,Doctorate
Divorced,195284,Female,Prof-specialty,Doctorate
Married-civ-spouse,247469,Female,Prof-specialty,Doctorate
Married-civ-spouse,355978,Male,Transport-moving,Doctorate
Married-civ-spouse,244087,Male,Prof-specialty,Doctorate
Married-civ-spouse,392668,Male,Exec-managerial,Doctorate
Married-civ-spouse,119471,Male,Prof-specialty,Doctorate
Married-civ-spouse,119628,Male,Prof-specialty,Doctorate
Married-civ-spouse,295334,Male,Prof-specialty,Doctorate
Divorced,172274,Female,Prof-specialty,Doctorate
Married-civ-spouse,186865,Male,Prof-specialty,Doctorate
Married-civ-spouse,177937,Male,Prof-specialty,Doctorate
Married-civ-spouse,379885,Male,Prof-specialty,Doctorate
Married-civ-spouse,320451,Male,Prof-specialty,Doctorate
Never-married,44464,Female,Prof-specialty,Doctorate
Married-civ-spouse,243631,Male,Prof-specialty,Doctorate
Divorced,138332,Female,Prof-specialty,Doctorate
Married-civ-spouse,298871,Male,Prof-specialty,Doctorate
Married-civ-spouse,413373,Male,Sales,Doctorate
Never-married,165754,Female,Prof-specialty,Doctorate
Married-civ-spouse,237920,Male,Sales,Doctorate
Married-civ-spouse,165827,Male,Prof-specialty,Doctorate
Married-civ-spouse,101602,Male,?,Doctorate
Married-civ-spouse,104724,Male,Prof-specialty,Doctorate
Married-civ-spouse,229465,Male,Prof-specialty,Doctorate
Married-civ-spouse,384246,Male,Prof-specialty,Doctorate
Married-civ-spouse,223206,Male,Prof-specialty,Doctorate
Married-civ-spouse,177896,Male,Prof-specialty,Doctorate
Never-married,182108,Female,Machine-op-inspct,Doctorate
Married-civ-spouse,34832,Male,Exec-managerial,Doctorate
Married-civ-spouse,123075,Male,Prof-specialty,Doctorate
Divorced,203334,Female,Exec-managerial,Doctorate
Never-married,181974,Female,Prof-specialty,Doctorate
Divorced,485710,Female,Prof-specialty,Doctorate
Married-civ-spouse,204461,Male,Prof-specialty,Doctorate
Married-civ-spouse,287372,Male,?,Doctorate
