age,workclassIndex,fnlwgt,educationIndex,maritial_statusIndex,occupationIndex,relationshipIndex,raceIndex,sexIndex,native_countryIndex
41,8.0,198196,15.0,6.0,6.0,5.0,4.0,1.0,41.0
30,8.0,79712,13.0,6.0,14.0,5.0,0.0,1.0,41.0
54,7.0,154785,13.0,4.0,12.0,4.0,4.0,1.0,41.0
33,8.0,182423,15.0,4.0,9.0,2.0,3.0,1.0,41.0
20,5.0,347292,15.0,5.0,7.0,3.0,4.0,1.0,41.0
34,8.0,118584,13.0,5.0,12.0,4.0,4.0,0.0,41.0
20,8.0,219835,14.0,5.0,10.0,3.0,4.0,1.0,39.0
17,5.0,148769,15.0,5.0,7.0,3.0,3.0,1.0,41.0
45,8.0,197418,14.0,4.0,11.0,4.0,4.0,0.0,41.0
21,8.0,253190,15.0,5.0,9.0,3.0,4.0,1.0,41.0
25,8.0,192273,13.0,6.0,14.0,5.0,4.0,1.0,41.0
38,8.0,129573,15.0,6.0,13.0,5.0,4.0,1.0,41.0
17,8.0,173807,10.0,5.0,13.0,3.0,4.0,0.0,41.0
35,8.0,217893,15.0,4.0,10.0,4.0,4.0,0.0,41.0
38,8.0,102938,13.0,6.0,13.0,5.0,4.0,1.0,41.0
48,6.0,407495,9.0,6.0,2.0,5.0,4.0,1.0,41.0
25,8.0,50053,15.0,5.0,9.0,4.0,3.0,1.0,23.0
57,8.0,233382,12.0,5.0,12.0,4.0,4.0,1.0,32.0
32,8.0,270968,13.0,4.0,12.0,4.0,4.0,0.0,41.0
39,6.0,272166,13.0,3.0,14.0,4.0,3.0,1.0,41.0
23,8.0,199915,13.0,5.0,11.0,3.0,4.0,0.0,41.0
21,8.0,305781,15.0,5.0,5.0,2.0,4.0,1.0,41.0
47,8.0,107682,15.0,4.0,11.0,2.0,4.0,0.0,41.0
25,8.0,188507,7.0,5.0,8.0,0.0,4.0,0.0,26.0
18,5.0,28311,10.0,5.0,7.0,3.0,4.0,0.0,41.0
41,2.0,197069,14.0,1.0,11.0,4.0,3.0,1.0,41.0
19,8.0,177839,15.0,5.0,9.0,3.0,4.0,0.0,41.0
24,8.0,77665,15.0,5.0,13.0,4.0,4.0,1.0,41.0
57,8.0,127728,13.0,6.0,12.0,5.0,4.0,1.0,41.0
51,5.0,172175,3.0,5.0,7.0,4.0,4.0,1.0,41.0
32,8.0,106742,15.0,6.0,6.0,5.0,4.0,1.0,41.0
28,7.0,192838,11.0,6.0,13.0,5.0,4.0,1.0,41.0
40,8.0,79531,13.0,6.0,12.0,5.0,4.0,1.0,41.0
21,4.0,337766,14.0,5.0,14.0,3.0,4.0,1.0,41.0
45,7.0,33234,13.0,6.0,10.0,5.0,4.0,1.0,41.0
17,5.0,34088,4.0,5.0,7.0,3.0,4.0,0.0,41.0
55,8.0,176904,8.0,6.0,6.0,5.0,4.0,1.0,41.0
42,8.0,172148,14.0,6.0,11.0,5.0,3.0,1.0,41.0
49,8.0,199058,15.0,6.0,11.0,5.0,4.0,1.0,41.0
38,8.0,48093,15.0,6.0,5.0,5.0,4.0,1.0,41.0
50,8.0,143664,13.0,5.0,12.0,4.0,4.0,1.0,41.0
47,8.0,168337,15.0,6.0,8.0,5.0,4.0,1.0,41.0
43,8.0,195212,13.0,6.0,12.0,1.0,3.0,0.0,39.0
39,8.0,230329,13.0,6.0,10.0,5.0,4.0,1.0,36.0
42,8.0,376072,15.0,6.0,6.0,5.0,4.0,1.0,41.0
32,8.0,430175,15.0,4.0,13.0,0.0,3.0,0.0,41.0
44,2.0,240628,9.0,4.0,12.0,4.0,4.0,0.0,41.0
50,3.0,158294,6.0,6.0,14.0,5.0,4.0,1.0,41.0
55,8.0,28735,15.0,4.0,11.0,2.0,1.0,0.0,41.0
37,8.0,167482,15.0,5.0,8.0,3.0,4.0,1.0,41.0
59,8.0,113203,15.0,4.0,11.0,4.0,4.0,0.0,41.0
56,8.0,103948,10.0,6.0,6.0,5.0,4.0,1.0,41.0
33,7.0,310525,4.0,5.0,13.0,4.0,3.0,1.0,41.0
35,8.0,105138,13.0,6.0,3.0,5.0,4.0,1.0,41.0
44,8.0,153489,15.0,5.0,9.0,2.0,4.0,1.0,41.0
57,4.0,254949,15.0,6.0,12.0,5.0,4.0,1.0,41.0
31,8.0,118149,14.0,5.0,12.0,4.0,3.0,0.0,41.0
18,8.0,267965,10.0,5.0,10.0,4.0,4.0,0.0,41.0
43,8.0,50646,15.0,6.0,13.0,5.0,4.0,1.0,41.0
33,8.0,147700,15.0,6.0,13.0,5.0,0.0,1.0,41.0
18,8.0,446771,14.0,5.0,11.0,3.0,4.0,1.0,41.0
47,8.0,168262,13.0,5.0,11.0,3.0,4.0,1.0,41.0
53,8.0,117058,15.0,4.0,9.0,2.0,4.0,0.0,41.0
59,7.0,140957,11.0,5.0,12.0,4.0,4.0,1.0,41.0
35,8.0,186126,12.0,6.0,14.0,5.0,4.0,1.0,39.0
49,8.0,268234,8.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,485117,9.0,5.0,13.0,4.0,4.0,1.0,41.0
25,8.0,31350,15.0,5.0,5.0,4.0,4.0,1.0,31.0
36,4.0,210830,12.0,5.0,14.0,3.0,4.0,0.0,41.0
29,8.0,196420,15.0,5.0,12.0,4.0,4.0,0.0,41.0
52,8.0,172165,8.0,4.0,9.0,0.0,4.0,0.0,41.0
50,7.0,186565,13.0,6.0,10.0,5.0,4.0,1.0,41.0
22,8.0,119359,13.0,5.0,12.0,3.0,2.0,0.0,41.0
44,7.0,109684,12.0,4.0,12.0,2.0,4.0,0.0,41.0
32,8.0,169589,11.0,6.0,5.0,5.0,4.0,1.0,41.0
49,8.0,125421,15.0,4.0,11.0,2.0,4.0,0.0,41.0
31,8.0,500002,1.0,6.0,4.0,5.0,4.0,1.0,40.0
33,8.0,224141,15.0,6.0,9.0,5.0,4.0,1.0,41.0
50,8.0,113290,15.0,6.0,10.0,1.0,4.0,0.0,41.0
62,5.0,123992,15.0,6.0,7.0,5.0,4.0,1.0,41.0
26,8.0,58098,14.0,5.0,11.0,4.0,4.0,0.0,41.0
46,5.0,37672,15.0,4.0,7.0,4.0,4.0,0.0,41.0
55,8.0,198145,13.0,6.0,14.0,5.0,4.0,1.0,41.0
49,2.0,35406,15.0,2.0,12.0,4.0,4.0,0.0,41.0
22,8.0,199419,15.0,6.0,10.0,1.0,4.0,0.0,41.0
43,8.0,145441,13.0,6.0,12.0,5.0,4.0,1.0,41.0
58,8.0,238438,14.0,6.0,14.0,5.0,4.0,1.0,41.0
48,4.0,212954,12.0,6.0,14.0,5.0,4.0,1.0,41.0
21,8.0,56582,10.0,5.0,9.0,3.0,4.0,1.0,41.0
67,6.0,176931,7.0,2.0,9.0,4.0,4.0,0.0,41.0
39,7.0,188571,10.0,6.0,6.0,5.0,4.0,1.0,41.0
52,2.0,312500,11.0,4.0,4.0,4.0,4.0,0.0,41.0
25,8.0,278404,13.0,5.0,14.0,4.0,4.0,1.0,41.0
27,7.0,114225,14.0,5.0,12.0,4.0,4.0,1.0,41.0
18,8.0,184016,10.0,5.0,10.0,3.0,4.0,0.0,41.0
41,6.0,183009,15.0,6.0,6.0,5.0,3.0,1.0,41.0
59,8.0,205759,3.0,5.0,14.0,4.0,4.0,1.0,41.0
23,8.0,462294,9.0,5.0,9.0,3.0,3.0,1.0,41.0
42,8.0,102085,15.0,4.0,9.0,3.0,4.0,0.0,41.0
54,7.0,83311,6.0,6.0,14.0,5.0,4.0,1.0,41.0
39,8.0,248694,15.0,5.0,13.0,4.0,4.0,1.0,41.0
57,6.0,190747,5.0,6.0,9.0,5.0,4.0,1.0,41.0
51,8.0,162988,8.0,4.0,9.0,2.0,4.0,0.0,41.0
31,7.0,156890,7.0,6.0,13.0,5.0,4.0,1.0,41.0
24,8.0,310380,14.0,1.0,11.0,3.0,3.0,0.0,41.0
35,8.0,172186,14.0,5.0,13.0,3.0,4.0,1.0,41.0
26,8.0,311497,13.0,5.0,12.0,4.0,4.0,0.0,41.0
42,3.0,443508,3.0,6.0,14.0,5.0,4.0,1.0,41.0
31,8.0,152156,15.0,6.0,13.0,5.0,4.0,1.0,41.0
46,8.0,155890,13.0,6.0,6.0,5.0,4.0,1.0,41.0
38,4.0,312528,13.0,6.0,12.0,5.0,4.0,1.0,41.0
51,8.0,282744,13.0,6.0,4.0,5.0,4.0,1.0,36.0
27,8.0,205145,15.0,6.0,8.0,5.0,4.0,1.0,41.0
33,5.0,119918,13.0,5.0,7.0,4.0,3.0,1.0,39.0
22,8.0,401451,14.0,6.0,6.0,5.0,4.0,1.0,41.0
72,5.0,173427,15.0,6.0,7.0,5.0,4.0,1.0,32.0
25,8.0,189027,13.0,5.0,5.0,3.0,4.0,1.0,41.0
58,7.0,35551,13.0,6.0,12.0,5.0,4.0,1.0,41.0
23,8.0,42706,14.0,5.0,14.0,4.0,4.0,1.0,41.0
63,8.0,106910,2.0,2.0,9.0,0.0,2.0,0.0,38.0
23,8.0,53245,5.0,3.0,9.0,4.0,4.0,1.0,41.0
51,8.0,221672,12.0,6.0,10.0,5.0,4.0,1.0,41.0
75,8.0,71898,0.0,5.0,1.0,4.0,2.0,0.0,38.0
52,8.0,222107,14.0,4.0,10.0,2.0,4.0,0.0,41.0
69,8.0,277588,15.0,6.0,10.0,5.0,4.0,1.0,41.0
52,8.0,178983,3.0,6.0,14.0,5.0,4.0,1.0,39.0
40,2.0,391744,15.0,5.0,11.0,2.0,3.0,0.0,41.0
34,8.0,418020,3.0,6.0,14.0,5.0,4.0,1.0,41.0
21,4.0,39236,14.0,5.0,14.0,4.0,4.0,0.0,41.0
30,8.0,86808,13.0,5.0,14.0,0.0,4.0,0.0,41.0
46,8.0,147640,2.0,6.0,6.0,5.0,1.0,1.0,41.0
21,8.0,184756,14.0,5.0,11.0,3.0,4.0,0.0,41.0
44,8.0,191256,15.0,6.0,8.0,5.0,4.0,1.0,41.0
51,4.0,105943,15.0,6.0,11.0,1.0,4.0,0.0,41.0
40,8.0,101272,15.0,4.0,11.0,4.0,4.0,0.0,41.0
33,4.0,175023,15.0,6.0,2.0,5.0,4.0,1.0,41.0
22,7.0,357612,15.0,6.0,13.0,5.0,4.0,1.0,41.0
23,8.0,82777,15.0,6.0,12.0,5.0,4.0,1.0,41.0
75,7.0,218521,14.0,1.0,13.0,4.0,4.0,1.0,41.0
55,8.0,179534,10.0,2.0,5.0,2.0,4.0,0.0,41.0
24,5.0,33339,14.0,5.0,7.0,3.0,4.0,1.0,41.0
45,8.0,148549,14.0,4.0,13.0,4.0,4.0,1.0,41.0
31,8.0,198069,15.0,5.0,9.0,3.0,4.0,1.0,41.0
49,8.0,236586,15.0,6.0,11.0,5.0,4.0,1.0,41.0
26,6.0,167261,13.0,5.0,14.0,4.0,4.0,0.0,41.0
61,8.0,160942,12.0,6.0,10.0,5.0,4.0,1.0,41.0
44,8.0,107584,12.0,6.0,11.0,5.0,4.0,1.0,41.0
28,6.0,251854,14.0,5.0,11.0,2.0,3.0,0.0,41.0
79,5.0,163140,15.0,6.0,7.0,5.0,4.0,1.0,41.0
51,8.0,302579,15.0,4.0,9.0,0.0,3.0,0.0,41.0
44,3.0,64632,3.0,6.0,14.0,5.0,4.0,1.0,41.0
24,8.0,83141,13.0,5.0,12.0,4.0,4.0,1.0,41.0
46,3.0,326048,14.0,6.0,12.0,5.0,4.0,1.0,41.0
36,8.0,83471,15.0,2.0,9.0,2.0,2.0,0.0,41.0
23,8.0,170070,4.0,5.0,9.0,4.0,4.0,0.0,41.0
25,8.0,207875,7.0,6.0,5.0,5.0,4.0,1.0,40.0
48,8.0,119722,14.0,6.0,10.0,5.0,3.0,1.0,41.0
18,8.0,335665,10.0,5.0,9.0,0.0,3.0,0.0,41.0
25,8.0,212522,15.0,5.0,13.0,0.0,4.0,1.0,41.0
19,8.0,42069,15.0,5.0,6.0,3.0,4.0,1.0,41.0
26,5.0,131777,13.0,6.0,7.0,5.0,4.0,1.0,41.0
33,8.0,236396,15.0,5.0,11.0,3.0,4.0,1.0,41.0
42,8.0,159911,15.0,4.0,9.0,2.0,4.0,0.0,41.0
22,8.0,133833,14.0,5.0,11.0,3.0,4.0,0.0,41.0
36,8.0,226947,13.0,6.0,14.0,5.0,4.0,1.0,41.0
33,8.0,174201,15.0,5.0,5.0,3.0,4.0,1.0,41.0
34,7.0,49707,15.0,6.0,12.0,5.0,4.0,1.0,41.0
33,8.0,201988,12.0,6.0,14.0,5.0,4.0,1.0,41.0
62,7.0,162347,6.0,6.0,14.0,5.0,4.0,1.0,41.0
30,8.0,182833,14.0,5.0,12.0,3.0,3.0,0.0,41.0
22,8.0,383603,14.0,5.0,11.0,3.0,4.0,0.0,41.0
34,8.0,70466,11.0,4.0,13.0,4.0,4.0,1.0,41.0
43,8.0,184846,15.0,2.0,8.0,2.0,4.0,0.0,41.0
25,8.0,176756,13.0,5.0,13.0,3.0,4.0,1.0,41.0
35,8.0,112512,15.0,2.0,9.0,3.0,4.0,0.0,41.0
28,8.0,137296,9.0,5.0,9.0,4.0,3.0,0.0,41.0
28,8.0,37821,14.0,4.0,10.0,2.0,4.0,0.0,41.0
25,8.0,295108,15.0,5.0,5.0,2.0,3.0,0.0,41.0
40,8.0,408717,15.0,6.0,13.0,5.0,4.0,1.0,41.0
35,8.0,255635,5.0,6.0,13.0,5.0,0.0,1.0,40.0
48,7.0,177783,7.0,5.0,4.0,4.0,4.0,1.0,41.0
63,7.0,179400,15.0,6.0,13.0,5.0,4.0,1.0,41.0
31,8.0,240283,13.0,6.0,11.0,1.0,4.0,0.0,41.0
36,8.0,410034,9.0,6.0,13.0,5.0,4.0,1.0,41.0
39,8.0,180667,14.0,6.0,8.0,5.0,4.0,1.0,41.0
24,8.0,196332,15.0,5.0,9.0,3.0,3.0,0.0,41.0
32,6.0,159187,13.0,5.0,14.0,4.0,4.0,1.0,41.0
46,8.0,225065,0.0,6.0,8.0,1.0,4.0,0.0,40.0
19,8.0,178147,15.0,5.0,10.0,3.0,4.0,1.0,41.0
30,8.0,272669,14.0,5.0,3.0,4.0,2.0,1.0,41.0
35,8.0,347491,11.0,5.0,13.0,4.0,4.0,1.0,41.0
23,5.0,146399,13.0,5.0,7.0,4.0,4.0,1.0,41.0
33,8.0,75167,15.0,6.0,6.0,5.0,4.0,1.0,41.0
25,8.0,133373,15.0,3.0,13.0,4.0,4.0,1.0,41.0
64,6.0,84737,15.0,6.0,9.0,5.0,2.0,1.0,41.0
18,8.0,96483,15.0,5.0,9.0,3.0,2.0,0.0,41.0
59,8.0,368005,10.0,6.0,13.0,5.0,4.0,1.0,41.0
45,4.0,36032,15.0,4.0,2.0,2.0,3.0,0.0,41.0
30,8.0,174215,3.0,5.0,14.0,4.0,4.0,0.0,41.0
24,8.0,228772,2.0,5.0,8.0,0.0,4.0,0.0,40.0
22,8.0,242912,15.0,5.0,9.0,2.0,4.0,0.0,41.0
49,3.0,86701,14.0,6.0,13.0,5.0,2.0,1.0,41.0
35,8.0,166549,4.0,6.0,8.0,5.0,4.0,1.0,41.0
48,6.0,121622,12.0,5.0,14.0,2.0,4.0,0.0,41.0
18,8.0,201613,4.0,5.0,10.0,3.0,4.0,0.0,41.0
35,8.0,29874,14.0,6.0,5.0,5.0,4.0,1.0,41.0
27,8.0,168138,15.0,5.0,12.0,3.0,4.0,1.0,41.0
28,8.0,162404,13.0,5.0,13.0,4.0,3.0,1.0,41.0
21,5.0,162160,14.0,5.0,7.0,3.0,2.0,1.0,20.0
26,8.0,139116,14.0,5.0,9.0,3.0,3.0,0.0,41.0
44,8.0,192381,13.0,6.0,14.0,5.0,4.0,1.0,41.0
39,8.0,370585,15.0,3.0,8.0,4.0,3.0,1.0,41.0
40,4.0,151038,13.0,4.0,13.0,4.0,4.0,1.0,41.0
70,7.0,36311,13.0,6.0,14.0,5.0,4.0,1.0,41.0
34,8.0,271933,12.0,5.0,12.0,2.0,4.0,0.0,41.0
34,8.0,182401,9.0,4.0,11.0,4.0,3.0,1.0,41.0
66,8.0,234743,14.0,6.0,12.0,5.0,4.0,1.0,41.0
40,8.0,182140,15.0,3.0,6.0,2.0,3.0,1.0,41.0
61,7.0,215591,15.0,6.0,12.0,5.0,4.0,1.0,41.0
59,7.0,96459,7.0,6.0,13.0,5.0,4.0,1.0,41.0
28,5.0,205562,12.0,5.0,7.0,4.0,3.0,0.0,41.0
47,8.0,188081,15.0,6.0,8.0,5.0,4.0,1.0,41.0
33,4.0,121245,13.0,6.0,14.0,5.0,4.0,1.0,41.0
18,8.0,127273,10.0,5.0,9.0,0.0,4.0,1.0,41.0
25,8.0,114345,5.0,5.0,13.0,2.0,4.0,1.0,41.0
22,8.0,341227,14.0,5.0,11.0,4.0,4.0,1.0,41.0
40,6.0,166893,13.0,6.0,2.0,5.0,3.0,1.0,41.0
68,5.0,65730,15.0,6.0,7.0,5.0,4.0,1.0,41.0
30,8.0,145231,9.0,4.0,11.0,3.0,4.0,0.0,41.0
73,7.0,102510,7.0,6.0,4.0,5.0,4.0,1.0,41.0
45,7.0,285335,7.0,6.0,13.0,5.0,4.0,1.0,41.0
23,8.0,177087,10.0,5.0,11.0,2.0,3.0,1.0,41.0
40,8.0,240504,13.0,6.0,10.0,5.0,4.0,1.0,41.0
39,8.0,218490,13.0,6.0,12.0,5.0,4.0,1.0,41.0
23,8.0,384651,14.0,6.0,5.0,5.0,4.0,1.0,41.0
51,8.0,189551,15.0,4.0,13.0,3.0,3.0,1.0,41.0
53,8.0,194791,15.0,6.0,4.0,5.0,4.0,1.0,41.0
24,8.0,194630,13.0,5.0,3.0,4.0,4.0,1.0,41.0
53,8.0,177647,13.0,4.0,12.0,2.0,4.0,1.0,41.0
49,7.0,51620,3.0,6.0,14.0,5.0,4.0,1.0,41.0
34,8.0,251421,15.0,6.0,13.0,5.0,4.0,1.0,41.0
37,7.0,180477,15.0,6.0,13.0,5.0,4.0,1.0,41.0
40,4.0,391736,11.0,6.0,13.0,5.0,4.0,1.0,41.0
23,4.0,170091,14.0,5.0,14.0,3.0,4.0,0.0,41.0
36,8.0,175360,12.0,5.0,11.0,4.0,4.0,1.0,41.0
35,8.0,276153,13.0,5.0,3.0,4.0,2.0,0.0,41.0
53,2.0,105788,13.0,4.0,12.0,2.0,3.0,0.0,41.0
42,6.0,248476,14.0,4.0,6.0,4.0,4.0,1.0,41.0
32,8.0,168443,12.0,6.0,12.0,1.0,4.0,0.0,41.0
33,8.0,120201,15.0,4.0,11.0,3.0,0.0,0.0,41.0
59,8.0,114678,15.0,5.0,13.0,4.0,3.0,1.0,41.0
36,8.0,167440,14.0,6.0,8.0,5.0,4.0,1.0,41.0
37,7.0,265266,6.0,6.0,14.0,5.0,4.0,1.0,32.0
31,8.0,212235,14.0,5.0,10.0,4.0,4.0,1.0,41.0
46,8.0,44671,13.0,6.0,2.0,5.0,4.0,1.0,41.0
44,4.0,87282,13.0,5.0,14.0,4.0,2.0,0.0,41.0
27,8.0,112754,13.0,6.0,12.0,5.0,4.0,1.0,41.0
29,7.0,322238,15.0,5.0,4.0,4.0,4.0,1.0,41.0
39,8.0,65382,14.0,6.0,12.0,5.0,4.0,1.0,41.0
62,7.0,115176,15.0,6.0,4.0,5.0,4.0,1.0,41.0
48,7.0,162236,12.0,2.0,12.0,2.0,4.0,0.0,39.0
42,8.0,409902,15.0,5.0,12.0,2.0,3.0,0.0,41.0
60,6.0,204062,12.0,6.0,14.0,5.0,4.0,1.0,41.0
35,8.0,283305,13.0,5.0,12.0,4.0,4.0,0.0,41.0
39,8.0,435638,14.0,5.0,8.0,4.0,4.0,1.0,41.0
34,3.0,114733,9.0,6.0,11.0,1.0,4.0,0.0,41.0
22,8.0,162343,14.0,5.0,11.0,0.0,3.0,1.0,41.0
18,5.0,195981,15.0,2.0,7.0,3.0,4.0,1.0,41.0
44,8.0,79531,11.0,6.0,13.0,5.0,4.0,1.0,41.0
44,4.0,395078,15.0,4.0,11.0,4.0,4.0,0.0,41.0
49,6.0,159641,13.0,4.0,12.0,2.0,4.0,0.0,41.0
21,8.0,159567,15.0,5.0,8.0,4.0,4.0,1.0,41.0
49,8.0,133917,11.0,5.0,10.0,0.0,3.0,1.0,39.0
52,8.0,196894,10.0,3.0,5.0,2.0,4.0,1.0,41.0
39,6.0,132879,13.0,6.0,14.0,5.0,4.0,1.0,41.0
23,8.0,190290,13.0,5.0,14.0,3.0,4.0,1.0,41.0
54,8.0,102828,15.0,6.0,13.0,5.0,4.0,1.0,41.0
31,8.0,128493,15.0,4.0,9.0,4.0,4.0,0.0,41.0
30,4.0,290677,12.0,5.0,11.0,4.0,3.0,0.0,41.0
21,8.0,283757,14.0,5.0,10.0,3.0,4.0,1.0,41.0
38,6.0,169104,13.0,6.0,2.0,5.0,2.0,1.0,38.0
51,8.0,171409,14.0,6.0,6.0,5.0,4.0,1.0,41.0
34,7.0,319165,3.0,6.0,14.0,5.0,4.0,1.0,41.0
22,8.0,203182,13.0,5.0,12.0,2.0,4.0,0.0,41.0
20,5.0,211968,14.0,5.0,7.0,3.0,4.0,0.0,41.0
26,8.0,215384,13.0,5.0,12.0,4.0,4.0,1.0,41.0
