age,workclassIndex,fnlwgt,educationIndex,maritial_statusIndex,occupationIndex,relationshipIndex,raceIndex,sexIndex,native_countryIndex
45,8.0,386940,13.0,4.0,12.0,3.0,4.0,1.0,41.0
30,2.0,59951,14.0,6.0,11.0,3.0,4.0,1.0,41.0
22,4.0,311512,14.0,6.0,9.0,5.0,3.0,1.0,41.0
48,8.0,242406,10.0,5.0,8.0,2.0,4.0,1.0,35.0
21,8.0,197200,14.0,5.0,8.0,3.0,4.0,1.0,41.0
19,8.0,544091,15.0,0.0,11.0,1.0,4.0,0.0,41.0
31,8.0,84154,14.0,6.0,10.0,5.0,4.0,1.0,39.0
48,7.0,265477,9.0,6.0,14.0,5.0,4.0,1.0,41.0
31,8.0,507875,5.0,6.0,8.0,5.0,4.0,1.0,41.0
53,7.0,88506,13.0,6.0,14.0,5.0,4.0,1.0,41.0
24,8.0,172987,13.0,6.0,3.0,5.0,4.0,1.0,41.0
49,8.0,94638,15.0,3.0,11.0,2.0,4.0,0.0,41.0
25,8.0,289980,15.0,5.0,5.0,4.0,4.0,1.0,41.0
57,2.0,337895,13.0,6.0,14.0,5.0,3.0,1.0,41.0
53,8.0,144361,15.0,6.0,8.0,5.0,4.0,1.0,41.0
44,8.0,128354,12.0,4.0,12.0,2.0,4.0,0.0,41.0
41,4.0,101603,11.0,6.0,13.0,5.0,4.0,1.0,41.0
29,8.0,271466,11.0,5.0,14.0,4.0,4.0,1.0,41.0
25,8.0,32275,14.0,6.0,12.0,1.0,0.0,0.0,41.0
18,8.0,226956,15.0,5.0,9.0,3.0,4.0,0.0,39.0
47,8.0,51835,6.0,6.0,14.0,1.0,4.0,0.0,2.0
50,2.0,251585,13.0,4.0,12.0,4.0,4.0,1.0,41.0
47,3.0,109832,15.0,4.0,12.0,4.0,4.0,1.0,41.0
43,8.0,237993,14.0,6.0,3.0,5.0,4.0,1.0,41.0
46,8.0,216666,2.0,6.0,8.0,5.0,4.0,1.0,40.0
35,8.0,56352,11.0,6.0,9.0,5.0,4.0,1.0,35.0
41,8.0,147372,15.0,6.0,11.0,5.0,4.0,1.0,41.0
30,8.0,188146,15.0,6.0,8.0,5.0,4.0,1.0,41.0
30,8.0,59496,13.0,6.0,10.0,5.0,4.0,1.0,41.0
32,5.0,293936,7.0,1.0,7.0,4.0,4.0,1.0,39.0
48,8.0,149640,15.0,6.0,6.0,5.0,4.0,1.0,41.0
42,8.0,116632,3.0,6.0,14.0,5.0,4.0,1.0,41.0
29,8.0,105598,14.0,4.0,3.0,4.0,4.0,1.0,41.0
36,8.0,155537,15.0,6.0,13.0,5.0,4.0,1.0,41.0
28,8.0,183175,14.0,4.0,11.0,4.0,4.0,0.0,41.0
53,8.0,169846,15.0,6.0,11.0,1.0,4.0,0.0,41.0
49,3.0,191681,14.0,6.0,12.0,5.0,4.0,1.0,41.0
25,5.0,200681,14.0,5.0,7.0,3.0,4.0,1.0,41.0
19,8.0,101509,14.0,5.0,14.0,3.0,4.0,1.0,41.0
31,8.0,309974,13.0,3.0,10.0,3.0,3.0,0.0,41.0
29,7.0,162298,13.0,6.0,10.0,5.0,4.0,1.0,41.0
23,8.0,211678,14.0,5.0,8.0,4.0,4.0,1.0,41.0
79,8.0,124744,14.0,6.0,14.0,0.0,4.0,1.0,41.0
27,8.0,213921,15.0,5.0,9.0,3.0,4.0,1.0,40.0
40,8.0,32214,9.0,6.0,11.0,5.0,4.0,1.0,41.0
67,5.0,212759,8.0,6.0,7.0,5.0,4.0,1.0,41.0
18,8.0,309634,10.0,5.0,9.0,3.0,4.0,0.0,41.0
31,6.0,125927,7.0,6.0,4.0,5.0,4.0,1.0,41.0
18,8.0,446839,15.0,5.0,10.0,4.0,4.0,1.0,41.0
52,8.0,276515,13.0,6.0,9.0,5.0,4.0,1.0,32.0
46,8.0,51618,15.0,6.0,9.0,1.0,4.0,0.0,41.0
59,8.0,159937,15.0,6.0,10.0,5.0,4.0,1.0,41.0
44,8.0,343591,15.0,4.0,13.0,4.0,4.0,0.0,41.0
53,8.0,346253,15.0,4.0,10.0,3.0,4.0,0.0,41.0
49,6.0,268234,15.0,6.0,2.0,5.0,4.0,1.0,41.0
33,8.0,202051,12.0,6.0,14.0,5.0,4.0,1.0,41.0
30,8.0,54334,5.0,5.0,10.0,4.0,4.0,1.0,41.0
43,2.0,410867,3.0,5.0,14.0,4.0,4.0,0.0,41.0
57,8.0,249977,11.0,6.0,14.0,5.0,4.0,1.0,41.0
37,8.0,286730,14.0,4.0,13.0,2.0,4.0,0.0,41.0
28,8.0,212563,14.0,4.0,8.0,2.0,3.0,0.0,41.0
30,8.0,117747,15.0,6.0,10.0,1.0,2.0,0.0,39.0
34,6.0,226296,13.0,6.0,2.0,5.0,4.0,1.0,41.0
29,6.0,115585,14.0,5.0,5.0,4.0,4.0,1.0,41.0
48,7.0,191277,3.0,6.0,14.0,5.0,4.0,1.0,41.0
37,8.0,202683,14.0,6.0,10.0,5.0,4.0,1.0,41.0
48,8.0,171095,9.0,4.0,12.0,2.0,4.0,0.0,31.0
32,2.0,249409,15.0,5.0,9.0,3.0,3.0,1.0,41.0
76,8.0,124191,12.0,6.0,12.0,5.0,4.0,1.0,41.0
44,8.0,198282,13.0,6.0,12.0,5.0,4.0,1.0,41.0
47,7.0,149116,12.0,5.0,14.0,4.0,4.0,0.0,41.0
20,8.0,188300,14.0,5.0,3.0,3.0,4.0,0.0,41.0
29,8.0,103432,15.0,5.0,13.0,4.0,4.0,1.0,41.0
32,3.0,317660,15.0,6.0,13.0,5.0,4.0,1.0,41.0
17,5.0,304873,8.0,5.0,7.0,3.0,4.0,0.0,41.0
30,8.0,194901,10.0,5.0,5.0,3.0,4.0,1.0,41.0
31,6.0,189265,15.0,5.0,11.0,4.0,4.0,0.0,41.0
42,8.0,124692,15.0,6.0,5.0,5.0,4.0,1.0,41.0
24,8.0,432376,13.0,5.0,10.0,0.0,4.0,1.0,41.0
38,8.0,65324,6.0,6.0,14.0,5.0,4.0,1.0,41.0
56,7.0,335605,15.0,6.0,9.0,5.0,4.0,1.0,36.0
28,8.0,377869,14.0,6.0,10.0,1.0,4.0,0.0,41.0
36,8.0,102864,15.0,5.0,8.0,3.0,4.0,0.0,41.0
53,8.0,95647,5.0,6.0,5.0,5.0,4.0,1.0,41.0
56,3.0,303090,14.0,6.0,10.0,5.0,4.0,1.0,41.0
49,6.0,197371,11.0,6.0,13.0,5.0,3.0,1.0,41.0
55,8.0,247552,14.0,6.0,10.0,5.0,4.0,1.0,41.0
22,8.0,102632,15.0,5.0,13.0,4.0,4.0,1.0,41.0
21,8.0,199915,14.0,5.0,9.0,3.0,4.0,0.0,41.0
40,8.0,118853,13.0,6.0,12.0,5.0,4.0,1.0,41.0
30,8.0,77143,13.0,5.0,12.0,3.0,3.0,1.0,37.0
29,4.0,267989,13.0,6.0,14.0,5.0,4.0,1.0,41.0
19,8.0,301606,14.0,5.0,9.0,3.0,3.0,1.0,41.0
47,8.0,287828,13.0,6.0,12.0,1.0,4.0,0.0,41.0
20,8.0,111697,14.0,5.0,11.0,3.0,4.0,0.0,41.0
31,8.0,114937,9.0,6.0,11.0,5.0,4.0,1.0,41.0
35,5.0,129305,15.0,6.0,7.0,5.0,4.0,1.0,41.0
39,8.0,365739,14.0,4.0,13.0,4.0,4.0,1.0,41.0
28,8.0,69621,9.0,5.0,10.0,4.0,4.0,0.0,41.0
24,8.0,43323,15.0,5.0,9.0,4.0,4.0,0.0,41.0
38,7.0,120985,15.0,6.0,13.0,5.0,4.0,1.0,41.0
37,8.0,254202,13.0,6.0,10.0,5.0,4.0,1.0,41.0
46,8.0,146195,9.0,4.0,3.0,4.0,3.0,0.0,41.0
38,2.0,125933,12.0,6.0,14.0,5.0,4.0,1.0,18.0
43,7.0,56920,15.0,6.0,13.0,5.0,4.0,1.0,41.0
27,8.0,163127,11.0,6.0,11.0,1.0,4.0,0.0,41.0
20,8.0,34310,14.0,5.0,10.0,3.0,4.0,1.0,41.0
49,8.0,81973,14.0,6.0,13.0,5.0,2.0,1.0,41.0
61,3.0,66614,15.0,6.0,13.0,5.0,4.0,1.0,41.0
27,8.0,232782,14.0,5.0,10.0,3.0,4.0,0.0,41.0
19,8.0,316868,14.0,5.0,9.0,3.0,4.0,1.0,40.0
45,8.0,196584,11.0,5.0,14.0,4.0,4.0,0.0,41.0
70,8.0,105376,14.0,5.0,3.0,0.0,4.0,1.0,41.0
31,8.0,185814,15.0,5.0,6.0,2.0,3.0,0.0,41.0
22,8.0,175374,14.0,6.0,9.0,5.0,4.0,1.0,41.0
36,8.0,108293,15.0,2.0,9.0,2.0,4.0,0.0,41.0
64,8.0,181232,10.0,6.0,13.0,5.0,4.0,1.0,41.0
43,5.0,174662,14.0,4.0,7.0,4.0,4.0,0.0,41.0
47,6.0,186009,14.0,4.0,11.0,2.0,4.0,0.0,40.0
34,8.0,198183,15.0,5.0,11.0,4.0,4.0,0.0,41.0
33,8.0,163003,13.0,5.0,12.0,0.0,2.0,0.0,38.0
21,8.0,296158,15.0,5.0,13.0,3.0,4.0,1.0,41.0
52,5.0,252903,15.0,4.0,7.0,4.0,4.0,1.0,41.0
48,8.0,187715,15.0,6.0,13.0,5.0,4.0,1.0,41.0
23,8.0,214542,13.0,5.0,5.0,4.0,4.0,1.0,41.0
71,7.0,494223,14.0,3.0,10.0,2.0,3.0,1.0,41.0
29,8.0,191535,15.0,4.0,13.0,4.0,4.0,1.0,41.0
42,8.0,228456,13.0,3.0,9.0,0.0,3.0,1.0,41.0
68,5.0,38317,1.0,4.0,7.0,4.0,4.0,0.0,41.0
25,8.0,252752,15.0,5.0,9.0,2.0,4.0,0.0,41.0
44,3.0,78374,12.0,4.0,12.0,2.0,2.0,0.0,41.0
28,8.0,88419,15.0,5.0,12.0,4.0,2.0,0.0,31.0
45,7.0,201080,12.0,6.0,10.0,5.0,4.0,1.0,41.0
36,8.0,207157,14.0,4.0,9.0,2.0,4.0,0.0,40.0
39,2.0,235485,9.0,5.0,12.0,4.0,4.0,1.0,41.0
46,4.0,102628,12.0,2.0,2.0,2.0,4.0,1.0,41.0
18,8.0,25828,10.0,5.0,5.0,3.0,4.0,1.0,41.0
66,6.0,54826,11.0,2.0,14.0,4.0,4.0,0.0,41.0
27,8.0,124953,15.0,5.0,9.0,4.0,4.0,1.0,41.0
28,4.0,175325,15.0,6.0,2.0,5.0,4.0,1.0,41.0
51,8.0,96062,14.0,6.0,10.0,5.0,4.0,1.0,41.0
27,8.0,428030,13.0,5.0,13.0,4.0,4.0,1.0,41.0
28,4.0,149624,13.0,6.0,14.0,5.0,4.0,1.0,41.0
27,8.0,253814,15.0,1.0,10.0,2.0,4.0,0.0,41.0
21,8.0,312956,15.0,5.0,13.0,3.0,3.0,1.0,41.0
34,8.0,483777,15.0,5.0,5.0,4.0,3.0,1.0,41.0
18,8.0,183930,15.0,5.0,9.0,3.0,4.0,1.0,41.0
33,8.0,37274,13.0,6.0,14.0,5.0,4.0,1.0,41.0
44,6.0,181344,14.0,6.0,12.0,5.0,3.0,1.0,41.0
43,8.0,114580,14.0,4.0,11.0,4.0,4.0,0.0,41.0
30,8.0,633742,14.0,5.0,13.0,4.0,3.0,1.0,41.0
40,8.0,286370,7.0,6.0,8.0,5.0,4.0,1.0,40.0
37,2.0,29054,14.0,6.0,11.0,5.0,4.0,1.0,41.0
34,8.0,304030,15.0,6.0,11.0,5.0,3.0,1.0,41.0
41,7.0,143129,13.0,4.0,12.0,4.0,4.0,0.0,41.0
53,5.0,135105,13.0,4.0,7.0,4.0,4.0,0.0,41.0
31,8.0,99928,12.0,6.0,14.0,1.0,4.0,0.0,41.0
58,4.0,109567,3.0,6.0,14.0,5.0,4.0,1.0,41.0
38,8.0,155222,14.0,4.0,8.0,4.0,3.0,0.0,41.0
24,8.0,159567,14.0,6.0,8.0,5.0,4.0,1.0,41.0
41,6.0,523910,13.0,6.0,13.0,5.0,3.0,1.0,41.0
47,8.0,120939,14.0,6.0,3.0,5.0,4.0,1.0,41.0
41,2.0,130760,13.0,6.0,3.0,5.0,4.0,1.0,41.0
23,8.0,197387,2.0,6.0,6.0,0.0,4.0,1.0,40.0
36,8.0,99374,14.0,4.0,13.0,4.0,4.0,1.0,41.0
40,2.0,56795,12.0,5.0,12.0,4.0,4.0,0.0,41.0
35,8.0,138992,12.0,6.0,14.0,0.0,4.0,1.0,41.0
24,7.0,32921,15.0,5.0,10.0,4.0,4.0,1.0,41.0
26,8.0,397317,12.0,5.0,14.0,4.0,4.0,0.0,41.0
19,5.0,170653,15.0,5.0,7.0,3.0,4.0,1.0,27.0
51,8.0,259323,13.0,6.0,12.0,5.0,4.0,1.0,41.0
42,6.0,254817,14.0,5.0,14.0,4.0,4.0,0.0,41.0
37,4.0,48211,15.0,4.0,11.0,2.0,4.0,0.0,41.0
18,8.0,140164,10.0,5.0,10.0,3.0,4.0,0.0,41.0
36,8.0,128757,13.0,6.0,9.0,5.0,3.0,1.0,41.0
35,8.0,36270,15.0,4.0,13.0,4.0,4.0,1.0,41.0
58,3.0,210563,15.0,6.0,10.0,1.0,4.0,0.0,41.0
17,8.0,65368,10.0,5.0,10.0,3.0,4.0,0.0,41.0
44,6.0,160943,15.0,6.0,6.0,5.0,3.0,1.0,41.0
37,8.0,208358,15.0,6.0,13.0,5.0,4.0,1.0,41.0
35,8.0,153790,14.0,5.0,10.0,4.0,1.0,0.0,41.0
60,8.0,85815,15.0,6.0,13.0,5.0,2.0,1.0,41.0
54,3.0,125417,7.0,6.0,8.0,5.0,4.0,1.0,41.0
37,8.0,635913,13.0,5.0,12.0,4.0,3.0,1.0,41.0
50,8.0,313321,9.0,4.0,10.0,4.0,4.0,0.0,41.0
38,8.0,182609,13.0,6.0,10.0,5.0,4.0,1.0,22.0
45,8.0,109434,13.0,6.0,14.0,5.0,4.0,1.0,41.0
25,8.0,255004,8.0,5.0,13.0,4.0,4.0,1.0,41.0
31,8.0,197860,14.0,6.0,5.0,5.0,4.0,1.0,41.0
64,5.0,187656,1.0,4.0,7.0,4.0,4.0,1.0,41.0
90,8.0,51744,15.0,5.0,9.0,4.0,3.0,1.0,41.0
54,8.0,176681,15.0,6.0,11.0,5.0,3.0,1.0,41.0
53,6.0,140359,0.0,5.0,8.0,4.0,4.0,0.0,41.0
18,8.0,243313,15.0,5.0,10.0,3.0,4.0,0.0,41.0
60,5.0,24215,8.0,4.0,7.0,4.0,1.0,0.0,41.0
66,7.0,167687,15.0,6.0,4.0,5.0,4.0,1.0,41.0
75,8.0,314209,11.0,2.0,11.0,4.0,4.0,0.0,21.0
65,8.0,176796,15.0,4.0,11.0,4.0,4.0,0.0,41.0
35,8.0,538583,10.0,3.0,6.0,4.0,3.0,1.0,41.0
41,8.0,130408,15.0,4.0,10.0,2.0,3.0,0.0,41.0
25,8.0,159732,14.0,5.0,11.0,4.0,4.0,1.0,41.0
33,8.0,110978,14.0,4.0,13.0,0.0,0.0,0.0,41.0
28,8.0,76714,6.0,5.0,14.0,4.0,4.0,1.0,41.0
59,4.0,268700,15.0,6.0,9.0,5.0,4.0,1.0,41.0
40,4.0,170525,14.0,5.0,11.0,4.0,4.0,0.0,41.0
41,8.0,180138,13.0,6.0,12.0,5.0,4.0,1.0,18.0
38,6.0,115076,12.0,6.0,12.0,5.0,4.0,1.0,41.0
23,8.0,115458,15.0,5.0,6.0,3.0,4.0,1.0,41.0
40,8.0,347890,13.0,6.0,14.0,5.0,4.0,1.0,41.0
41,7.0,196001,15.0,6.0,9.0,1.0,4.0,0.0,41.0
24,4.0,273905,9.0,6.0,2.0,5.0,4.0,1.0,41.0
20,5.0,119156,14.0,5.0,7.0,3.0,4.0,1.0,41.0
38,8.0,179488,14.0,4.0,13.0,4.0,4.0,1.0,41.0
56,8.0,203580,15.0,6.0,11.0,5.0,4.0,1.0,39.0
58,8.0,236596,15.0,6.0,11.0,5.0,4.0,1.0,41.0
32,8.0,183916,15.0,5.0,9.0,4.0,4.0,0.0,41.0
40,8.0,207578,9.0,6.0,3.0,5.0,4.0,1.0,41.0
45,8.0,153141,15.0,6.0,11.0,5.0,4.0,1.0,39.0
41,8.0,112763,6.0,6.0,14.0,1.0,4.0,0.0,41.0
42,8.0,390781,13.0,6.0,11.0,1.0,3.0,0.0,41.0
59,6.0,171328,8.0,2.0,9.0,2.0,3.0,0.0,41.0
19,6.0,27382,14.0,5.0,11.0,3.0,4.0,1.0,41.0
58,8.0,259014,14.0,5.0,6.0,4.0,4.0,1.0,41.0
42,7.0,303044,15.0,6.0,4.0,5.0,2.0,1.0,9.0
20,8.0,117789,15.0,5.0,9.0,3.0,4.0,0.0,41.0
32,8.0,172579,15.0,3.0,9.0,4.0,4.0,0.0,41.0
45,8.0,187666,11.0,2.0,12.0,4.0,4.0,0.0,41.0
50,8.0,204518,7.0,4.0,13.0,4.0,4.0,1.0,41.0
36,8.0,150042,13.0,4.0,14.0,3.0,4.0,0.0,41.0
45,8.0,98092,15.0,6.0,10.0,5.0,4.0,1.0,41.0
17,8.0,245918,10.0,5.0,9.0,3.0,4.0,1.0,41.0
59,8.0,146013,14.0,6.0,10.0,5.0,4.0,1.0,41.0
26,8.0,378322,10.0,6.0,13.0,5.0,4.0,1.0,41.0
37,3.0,257295,14.0,6.0,12.0,5.0,2.0,1.0,6.0
19,5.0,218956,14.0,5.0,7.0,3.0,4.0,1.0,36.0
64,8.0,21174,15.0,6.0,12.0,5.0,4.0,1.0,41.0
33,8.0,185480,13.0,5.0,14.0,4.0,4.0,0.0,41.0
33,8.0,222205,15.0,6.0,13.0,1.0,4.0,0.0,41.0
61,8.0,69867,15.0,6.0,12.0,5.0,4.0,1.0,41.0
17,8.0,191260,5.0,5.0,9.0,3.0,4.0,1.0,41.0
50,7.0,30653,12.0,6.0,4.0,5.0,4.0,1.0,41.0
27,6.0,209109,12.0,5.0,14.0,3.0,4.0,1.0,41.0
30,8.0,70377,15.0,4.0,14.0,3.0,4.0,0.0,41.0
43,8.0,477983,15.0,6.0,5.0,5.0,3.0,1.0,41.0
44,8.0,170924,14.0,6.0,13.0,5.0,4.0,1.0,41.0
35,8.0,190174,14.0,5.0,12.0,4.0,4.0,0.0,41.0
25,8.0,193787,14.0,5.0,3.0,3.0,4.0,0.0,41.0
24,8.0,279472,14.0,6.0,8.0,1.0,4.0,0.0,41.0
22,8.0,34918,13.0,5.0,14.0,4.0,4.0,0.0,37.0
42,6.0,97688,14.0,6.0,13.0,5.0,4.0,1.0,41.0
34,8.0,175413,9.0,4.0,10.0,2.0,3.0,0.0,41.0
60,8.0,173960,13.0,4.0,14.0,4.0,4.0,0.0,41.0
21,8.0,205759,15.0,5.0,5.0,3.0,4.0,1.0,41.0
57,2.0,425161,12.0,6.0,10.0,5.0,4.0,1.0,41.0
41,8.0,220531,6.0,6.0,14.0,5.0,4.0,1.0,41.0
50,8.0,176609,14.0,4.0,9.0,4.0,4.0,1.0,41.0
25,8.0,371987,13.0,5.0,12.0,4.0,4.0,0.0,41.0
50,8.0,193884,7.0,6.0,13.0,5.0,4.0,1.0,12.0
36,8.0,200352,13.0,6.0,14.0,5.0,4.0,1.0,41.0
31,8.0,127595,15.0,4.0,14.0,4.0,4.0,0.0,41.0
29,6.0,220419,13.0,5.0,2.0,4.0,4.0,1.0,41.0
21,8.0,231931,14.0,5.0,10.0,3.0,4.0,1.0,41.0
27,8.0,248402,13.0,5.0,3.0,2.0,3.0,0.0,41.0
65,8.0,111095,15.0,6.0,6.0,5.0,4.0,1.0,41.0
37,3.0,57424,13.0,4.0,10.0,4.0,4.0,0.0,41.0
39,5.0,157443,12.0,6.0,7.0,1.0,2.0,0.0,39.0
24,8.0,278130,15.0,5.0,13.0,3.0,4.0,1.0,41.0
38,8.0,169469,15.0,4.0,10.0,4.0,4.0,1.0,41.0
48,8.0,146268,13.0,6.0,11.0,5.0,4.0,1.0,41.0
21,8.0,153718,14.0,5.0,9.0,4.0,2.0,0.0,41.0
31,8.0,217460,15.0,6.0,6.0,5.0,4.0,1.0,41.0
55,8.0,238638,15.0,6.0,10.0,5.0,4.0,1.0,41.0
24,8.0,303296,14.0,6.0,11.0,1.0,2.0,0.0,7.0
43,8.0,173321,15.0,4.0,11.0,4.0,4.0,0.0,41.0
26,8.0,193945,9.0,5.0,3.0,4.0,4.0,1.0,41.0
46,8.0,83082,9.0,5.0,14.0,4.0,4.0,0.0,41.0
35,8.0,193815,9.0,6.0,11.0,5.0,4.0,1.0,41.0
41,3.0,34987,14.0,6.0,4.0,5.0,4.0,1.0,41.0
26,8.0,59306,13.0,5.0,10.0,4.0,4.0,1.0,41.0
34,8.0,142897,12.0,6.0,12.0,5.0,2.0,1.0,20.0
19,5.0,860348,14.0,5.0,7.0,3.0,3.0,0.0,41.0
36,7.0,205607,13.0,4.0,14.0,4.0,3.0,0.0,41.0
22,8.0,199698,14.0,5.0,10.0,3.0,4.0,1.0,41.0
24,8.0,191954,14.0,5.0,8.0,4.0,4.0,1.0,41.0
77,7.0,138714,14.0,6.0,10.0,5.0,4.0,1.0,41.0
22,8.0,399087,2.0,6.0,8.0,0.0,4.0,0.0,40.0
29,8.0,423158,14.0,5.0,3.0,4.0,4.0,0.0,41.0
62,8.0,159841,15.0,2.0,9.0,4.0,4.0,0.0,41.0
39,7.0,174308,15.0,6.0,12.0,5.0,4.0,1.0,41.0
43,8.0,50356,14.0,6.0,13.0,5.0,4.0,1.0,41.0
35,8.0,186110,15.0,4.0,6.0,4.0,4.0,1.0,41.0
29,8.0,200381,10.0,5.0,12.0,4.0,4.0,0.0,41.0
76,7.0,174309,12.0,6.0,13.0,5.0,4.0,1.0,41.0
63,7.0,78383,15.0,6.0,4.0,5.0,4.0,1.0,41.0
23,5.0,211601,11.0,5.0,7.0,3.0,3.0,0.0,41.0
43,8.0,187728,14.0,6.0,14.0,1.0,4.0,0.0,41.0
58,7.0,321171,15.0,6.0,5.0,5.0,4.0,1.0,41.0
66,8.0,127921,15.0,5.0,6.0,4.0,4.0,1.0,41.0
41,8.0,206565,14.0,5.0,13.0,4.0,3.0,1.0,41.0
26,8.0,224563,13.0,5.0,11.0,4.0,4.0,1.0,41.0
47,8.0,178686,11.0,5.0,9.0,4.0,4.0,1.0,41.0
55,6.0,98545,8.0,6.0,11.0,5.0,4.0,1.0,41.0
53,8.0,242606,15.0,6.0,6.0,5.0,4.0,1.0,41.0
17,8.0,270942,2.0,5.0,9.0,0.0,4.0,1.0,40.0
30,8.0,94235,15.0,5.0,13.0,0.0,4.0,1.0,41.0
49,8.0,71195,12.0,5.0,14.0,4.0,4.0,1.0,41.0
19,8.0,104112,15.0,5.0,10.0,2.0,3.0,1.0,19.0
45,8.0,261192,15.0,6.0,9.0,5.0,3.0,1.0,41.0
26,8.0,94936,9.0,5.0,10.0,4.0,4.0,1.0,41.0
38,8.0,296478,11.0,6.0,13.0,5.0,4.0,1.0,41.0
36,4.0,119272,15.0,6.0,2.0,5.0,4.0,1.0,41.0
33,8.0,85043,15.0,5.0,4.0,4.0,4.0,1.0,41.0
22,4.0,293364,14.0,5.0,2.0,3.0,3.0,0.0,41.0
43,7.0,241895,13.0,5.0,10.0,4.0,4.0,1.0,41.0
67,5.0,36135,10.0,6.0,7.0,5.0,4.0,1.0,41.0
30,5.0,151989,11.0,4.0,7.0,2.0,4.0,0.0,41.0
56,8.0,101128,9.0,1.0,9.0,4.0,4.0,1.0,18.0
31,8.0,156464,13.0,5.0,14.0,3.0,4.0,1.0,41.0
33,8.0,117963,13.0,6.0,12.0,5.0,4.0,1.0,41.0
26,8.0,192262,15.0,6.0,9.0,5.0,4.0,1.0,41.0
33,8.0,111363,13.0,6.0,12.0,5.0,4.0,1.0,41.0
46,6.0,329752,10.0,6.0,6.0,5.0,4.0,1.0,41.0
59,5.0,372020,13.0,6.0,7.0,5.0,4.0,1.0,41.0
38,2.0,95432,15.0,6.0,11.0,5.0,4.0,1.0,41.0
65,8.0,161400,10.0,2.0,9.0,2.0,0.0,1.0,41.0
40,8.0,96129,11.0,6.0,3.0,5.0,4.0,1.0,41.0
42,8.0,111949,15.0,6.0,11.0,1.0,4.0,0.0,41.0
26,7.0,117125,5.0,6.0,13.0,5.0,4.0,1.0,17.0
36,8.0,348022,8.0,6.0,9.0,1.0,4.0,0.0,41.0
62,8.0,270092,12.0,6.0,14.0,5.0,4.0,1.0,41.0
43,8.0,180609,13.0,6.0,6.0,5.0,4.0,1.0,41.0
43,8.0,174575,13.0,4.0,12.0,4.0,4.0,1.0,41.0
22,8.0,410439,15.0,1.0,10.0,4.0,4.0,1.0,41.0
28,8.0,92262,15.0,6.0,13.0,5.0,4.0,1.0,41.0
56,7.0,183081,14.0,6.0,10.0,5.0,4.0,1.0,41.0
22,8.0,362589,9.0,5.0,10.0,4.0,4.0,0.0,41.0
57,8.0,212448,13.0,4.0,12.0,4.0,4.0,0.0,41.0
39,8.0,481060,15.0,4.0,10.0,2.0,4.0,0.0,41.0
26,2.0,185885,14.0,5.0,11.0,2.0,4.0,0.0,41.0
17,8.0,89821,10.0,5.0,9.0,3.0,4.0,1.0,41.0
40,4.0,184018,11.0,6.0,8.0,5.0,4.0,1.0,41.0
45,8.0,256649,15.0,6.0,8.0,5.0,3.0,1.0,41.0
